Tools,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,Frame,Face,State,Angle,Latitude,Longitude,Spin,Tx,Ty,Tz,Error,Markers
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676256,1,OK,91.7034460,4.9389216,-91.7097962,-3.0588388,50.193,-34.874,-168.349,0.0565705,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676264,1,OK,91.7021326,4.9400376,-91.7084809,-3.0565133,50.196,-34.868,-168.351,0.0565670,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676272,1,OK,91.7024905,4.9398908,-91.7088397,-3.0572138,50.190,-34.873,-168.353,0.0566118,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676280,1,OK,91.7013782,4.9409155,-91.7077259,-3.0552459,50.189,-34.871,-168.357,0.0575634,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676288,1,OK,91.7027648,4.9390489,-91.7091128,-3.0576176,50.191,-34.872,-168.362,0.0578373,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676296,1,OK,91.7022379,4.9382415,-91.7085819,-3.0566308,50.192,-34.868,-168.370,0.0577001,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676304,1,OK,91.7043503,4.9370053,-91.7106990,-3.0604389,50.196,-34.873,-168.369,0.0576541,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676312,1,OK,91.7054365,4.9381309,-91.7117921,-3.0624696,50.191,-34.878,-168.372,0.0573956,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676320,1,OK,91.7045076,4.9389522,-91.7108619,-3.0608854,50.185,-34.881,-168.372,0.0568580,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676328,1,OK,91.7024444,4.9380352,-91.7087887,-3.0572381,50.188,-34.874,-168.366,0.0568337,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676336,1,OK,91.7051932,4.9404669,-91.7115539,-3.0621389,50.192,-34.881,-168.368,0.0570087,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676344,1,OK,91.7064667,4.9386312,-91.7128275,-3.0644438,50.193,-34.886,-168.368,0.0568898,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676352,1,OK,91.7040742,4.9404825,-91.7104309,-3.0601123,50.195,-34.877,-168.369,0.0560128,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676360,1,OK,91.7026586,4.9403839,-91.7090097,-3.0574594,50.202,-34.870,-168.373,0.0560969,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676368,1,OK,91.7028726,4.9414082,-91.7092272,-3.0578680,50.205,-34.869,-168.372,0.0566703,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676376,1,OK,91.7003369,4.9428391,-91.7066857,-3.0533811,50.206,-34.864,-168.361,0.0567571,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676384,1,OK,91.6976325,4.9456866,-91.7039785,-3.0485927,50.201,-34.859,-168.364,0.0568414,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676392,1,OK,91.6961791,4.9444969,-91.7025166,-3.0460718,50.199,-34.853,-168.357,0.0572192,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676400,1,OK,91.6985286,4.9440983,-91.7048739,-3.0502722,50.200,-34.857,-168.355,0.0567966,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676408,1,OK,91.7002443,4.9456542,-91.7066000,-3.0534449,50.197,-34.861,-168.353,0.0565965,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676416,1,OK,91.6986118,4.9438150,-91.7049566,-3.0505577,50.195,-34.856,-168.342,0.0557257,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676424,1,OK,91.6976134,4.9441134,-91.7039553,-3.0487346,50.194,-34.853,-168.338,0.0551144,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676432,1,OK,91.7000981,4.9427818,-91.7064458,-3.0532427,50.194,-34.861,-168.333,0.0558818,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676440,1,OK,91.6991436,4.9417099,-91.7054850,-3.0514977,50.192,-34.859,-168.320,0.0553616,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676448,1,OK,91.6986602,4.9414519,-91.7049992,-3.0505829,50.188,-34.858,-168.320,0.0553532,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676456,1,OK,91.6989493,4.9406097,-91.7052871,-3.0511122,50.187,-34.858,-168.316,0.0545921,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676464,1,OK,91.7012575,4.9407925,-91.7076045,-3.0552307,50.188,-34.861,-168.313,0.0546444,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676472,1,OK,91.7036652,4.9412073,-91.7100222,-3.0594927,50.192,-34.868,-168.324,0.0543806,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676480,1,OK,91.7046360,4.9418353,-91.7109982,-3.0612417,50.193,-34.871,-168.333,0.0554860,0
